#KEY	featureCounts on dataset 100 and 121: Counts_2	featureCounts on dataset 100 and 118: Counts_2	featureCounts on dataset 100 and 115: Counts_2	featureCounts on dataset 100 and 109: Counts_2	featureCounts on dataset 100 and 112: Counts_2	featureCounts on dataset 100 and 106: Counts_2
ENSG00000037474.17	1319	1360	1869	938	1253	1604
ENSG00000037637.13	908	980	1154	763	753	939
ENSG00000037749.15	1253	1450	1681	633	909	1056
ENSG00000037757.16	569	1358	673	477	693	858
ENSG00000037897.19	87	115	159	144	139	161
ENSG00000037965.7	32	21	54	31	93	124
ENSG00000038002.11	426	712	515	215	390	327
ENSG00000038210.16	548	479	498	395	372	250
ENSG00000038219.15	3772	2932	5647	2877	4384	4363
ENSG00000038274.20	1144	1650	1676	772	1172	1108
ENSG00000038295.9	511	334	749	208	492	386
ENSG00000038358.17	777	1298	1184	932	1054	1317
ENSG00000038382.24	5555	6292	7733	4493	6592	9243
ENSG00000038427.17	7478	24542	23164	2937	12443	8846
ENSG00000038532.19	991	1065	1529	1123	1251	1802
ENSG00000038945.17	636	569	1009	248	495	361
ENSG00000039068.22	6115	10591	8612	4310	7141	11670
ENSG00000039123.18	1742	1608	2312	1155	1388	1157
ENSG00000039139.11	1080	791	890	247	1173	904
ENSG00000039319.19	2474	2254	3447	1122	1882	1087
ENSG00000039523.22	490	661	843	571	702	829
ENSG00000039537.18	62	15	50	351	54	105
ENSG00000039560.16	660	1142	1507	519	1167	1468
ENSG00000039600.13	1	5	8	3	3	2
ENSG00000039650.14	367	680	593	527	565	758
ENSG00000039987.9	1	3	9	10	1	1
ENSG00000040199.20	734	670	899	593	663	788
ENSG00000040275.19	206	236	228	145	178	188
ENSG00000040341.20	1059	1103	1447	614	939	845
ENSG00000040487.15	217	530	317	249	272	495
ENSG00000040531.18	383	597	678	460	410	703
ENSG00000040608.15	53	130	86	39	67	84
ENSG00000040633.14	372	899	643	402	524	863
ENSG00000040731.12	2	1	0	6	1	3
ENSG00000040933.19	1465	1412	2139	1348	1406	1663
ENSG00000041353.12	1467	3822	4292	378	1808	1474
ENSG00000041357.18	952	1435	1462	602	824	605
ENSG00000041515.17	33	22	11	32	65	22
ENSG00000041802.13	1068	1254	1190	883	685	1126
ENSG00000041880.17	591	1144	799	498	844	1250
ENSG00000041982.19	1971	4426	2812	1819	3122	2420
ENSG00000041988.18	285	503	339	227	238	315
ENSG00000042062.15	277	281	489	387	320	507
ENSG00000042088.16	637	743	972	532	585	759
ENSG00000042286.17	602	596	701	692	701	771
ENSG00000042304.14	0	0	0	0	0	0
ENSG00000042317.19	694	827	891	457	608	572
ENSG00000042429.14	162	209	218	161	129	143
ENSG00000042445.16	1346	1602	1113	1390	1610	972
ENSG00000042493.18	864	2539	1675	835	1625	2761
ENSG00000042753.14	503	1036	649	357	374	412
ENSG00000042781.15	225	139	288	103	123	96
ENSG00000042813.10	10	12	13	0	9	5
ENSG00000042832.13	14	46	97	29	39	43
ENSG00000042980.16	509	531	855	275	449	288
ENSG00000043039.8	380	227	240	587	457	408
ENSG00000043093.17	1267	1170	1601	698	920	1053
ENSG00000043143.24	1607	1894	1950	1770	2070	2964
ENSG00000043355.13	1	0	0	2	0	0
ENSG00000043462.15	336	208	588	317	428	390
ENSG00000043514.18	781	890	1075	596	642	736
ENSG00000043591.6	47	24	11	18	47	26
ENSG00000044012.5	0	0	0	0	0	0
ENSG00000044090.15	1028	1949	1531	804	1211	1409
ENSG00000044115.23	6184	9565	7905	5548	5851	6533
ENSG00000044446.14	994	1127	1339	924	908	1125
ENSG00000044459.17	894	909	1454	545	896	600
ENSG00000044524.13	154	101	171	67	71	143
ENSG00000044574.11	2151	2274	2872	1726	2514	2278
ENSG00000046604.17	4162	3308	4361	2888	3151	2874
ENSG00000046647.17	1305	1174	1502	840	1133	1173
ENSG00000046651.18	2814	2669	3136	1839	2232	2317
ENSG00000046653.16	1646	2909	2276	765	1125	1043
ENSG00000046774.10	1	0	1	0	0	0
ENSG00000046889.21	1581	1456	2789	1657	1627	1830
ENSG00000047056.20	772	1048	1175	725	884	1005
ENSG00000047188.18	1629	1306	2407	988	1295	961
ENSG00000047230.17	1067	1205	1152	632	878	1513
ENSG00000047249.20	1043	1251	1437	707	958	1030
ENSG00000047315.18	2257	2822	2927	1286	1652	1180
ENSG00000047346.15	3599	2122	3565	1409	2247	1235
ENSG00000047365.15	1240	832	1891	816	1016	679
ENSG00000047410.15	6405	6976	8469	4100	6093	5599
ENSG00000047457.16	943	511	926	127	1802	648
ENSG00000047578.16	751	1196	1213	836	1263	1735
ENSG00000047579.22	272	224	429	198	256	451
ENSG00000047597.8	55	29	33	38	30	7
ENSG00000047617.19	151	233	484	224	234	421
ENSG00000047621.14	587	584	825	352	426	299
ENSG00000047634.17	565	419	840	449	482	400
ENSG00000047644.21	1308	1744	1983	1255	1841	2792
ENSG00000047648.24	561	484	643	375	573	541
ENSG00000047662.7	84	194	199	76	118	201
ENSG00000047849.24	3356	4232	5744	3729	5215	6369
ENSG00000047932.16	2304	2350	2995	1230	1644	1583
ENSG00000047936.13	3	1	2	0	1	0
ENSG00000048028.14	1057	1456	1714	684	969	1289
ENSG00000048052.27	499	428	666	338	512	583
ENSG00000048140.20	216	502	367	240	296	402
ENSG00000048162.24	152	224	260	207	152	211
ENSG00000048342.20	1429	1434	1851	1223	1453	1342
ENSG00000048392.15	694	791	900	314	479	275
ENSG00000048405.13	1954	1422	2687	928	1389	934
ENSG00000048462.12	131	51	97	82	67	53
ENSG00000048471.16	1310	1699	2117	1216	1827	2229
ENSG00000048540.18	318	123	110	134	105	82
ENSG00000048544.9	830	939	1021	451	726	574
ENSG00000048545.19	1	1	2	3	4	10
ENSG00000048649.15	2499	2266	3736	1744	2735	2233
ENSG00000048707.16	7182	5835	9478	6270	6562	8411
ENSG00000048740.21	1871	1433	2078	1561	2126	1737
ENSG00000048828.20	3237	3327	4479	3024	3571	4129
ENSG00000048991.20	718	540	1127	605	799	827
ENSG00000049089.17	311	1588	907	258	599	944
ENSG00000049130.18	928	1393	1532	835	739	725
ENSG00000049167.18	465	451	633	322	357	308
ENSG00000049192.16	82	200	239	34	83	117
ENSG00000049239.15	2792	4184	3224	2919	3822	4213
ENSG00000049245.14	1904	2150	2320	1451	1659	1593
ENSG00000049246.17	1768	1681	586	2218	1973	2024
ENSG00000049247.15	12	13	24	12	6	8
ENSG00000049249.11	6	11	30	3	5	13
ENSG00000049283.21	141	408	237	128	322	350
ENSG00000049323.18	1630	2083	1787	1875	1765	2024
ENSG00000049449.12	452	860	587	308	762	757
ENSG00000049540.21	492	1585	1404	494	822	1391
ENSG00000049541.13	276	519	379	335	327	410
ENSG00000049618.27	2820	2678	4278	2813	4018	5342
ENSG00000049656.16	812	1384	1016	865	770	942
ENSG00000049759.22	2754	2142	4094	1748	3072	5300
ENSG00000049768.20	21	14	20	26	22	30
ENSG00000049769.16	118	153	172	155	137	194
ENSG00000049860.15	2019	2722	2476	1059	1677	1393
ENSG00000049883.17	654	503	904	471	520	669
ENSG00000050030.17	159	160	191	115	164	144
ENSG00000050130.20	928	1308	1155	418	690	461
ENSG00000050165.21	1761	3329	2451	1574	2157	2161
ENSG00000050327.17	595	864	1300	954	1414	1461
ENSG00000050344.11	1823	1006	2331	991	1316	1148
ENSG00000050393.14	713	1330	1117	457	800	868
ENSG00000050405.16	3090	3803	4331	2694	3882	4698
ENSG00000050426.18	1236	1457	1601	931	952	1083
ENSG00000050438.19	206	620	556	107	446	697
ENSG00000050555.21	1325	1592	627	409	1240	708
ENSG00000050628.23	1065	398	971	625	938	460
ENSG00000050730.18	4	6	15	2	16	11
ENSG00000050748.20	784	881	1069	653	842	920
ENSG00000050767.19	63	259	151	90	61	124
ENSG00000050820.19	735	1205	1183	772	1036	1418
ENSG00000051009.13	719	1028	1045	757	804	1174
ENSG00000051108.17	2485	2411	2029	1937	2346	2241
ENSG00000051128.21	216	490	338	222	254	481
ENSG00000051180.19	20	48	56	41	43	41
ENSG00000051341.17	47	65	109	71	61	16
ENSG00000051382.12	1219	780	1762	809	982	1072
ENSG00000051523.14	1579	2056	1840	1319	1485	1565
ENSG00000051596.12	126	299	230	130	122	152
ENSG00000051620.13	2164	2339	2393	1666	2046	2880
ENSG00000051825.17	649	812	927	437	469	423
ENSG00000052126.19	2191	2306	3117	1273	2067	2355
ENSG00000052344.18	482	939	503	400	792	589
ENSG00000052723.14	1658	1873	2103	942	1368	1035
ENSG00000052749.16	406	516	438	520	368	578
ENSG00000052795.15	1144	1117	1658	919	1224	1453
ENSG00000052802.15	534	742	691	380	400	398
ENSG00000052841.18	4949	5154	5801	3264	4212	5180
ENSG00000052850.8	692	3072	1235	319	1223	1155
ENSG00000053108.20	17	33	46	9	56	79
ENSG00000053254.18	2225	1689	2618	2101	2878	2807
ENSG00000053328.11	249	408	324	152	238	221
ENSG00000053371.15	913	1742	1120	693	866	1175
ENSG00000053372.7	372	704	444	468	423	609
ENSG00000053438.12	139	127	186	130	245	406
ENSG00000053501.16	179	324	231	224	243	348
ENSG00000053524.14	59	125	146	48	73	193
ENSG00000053702.16	319	433	452	340	396	599
ENSG00000053747.18	6064	8623	8623	5084	5398	7118
ENSG00000053770.14	1610	1582	1972	705	1051	684
ENSG00000053900.13	1322	1188	2003	757	985	555
ENSG00000053918.22	73	61	77	75	65	79
ENSG00000054116.14	713	1173	835	567	625	872
ENSG00000054118.17	3543	4411	4313	3135	4864	6236
ENSG00000054148.20	661	1094	733	516	585	662
ENSG00000054179.14	72	139	123	152	90	49
ENSG00000054219.13	337	442	402	299	292	320
ENSG00000054267.24	2259	2160	3363	1336	2075	1960
ENSG00000054277.15	62	100	112	42	48	44
ENSG00000054282.18	821	930	1125	649	855	1213
ENSG00000054356.16	7	244	119	2	20	14
ENSG00000054392.15	473	754	748	374	461	894
ENSG00000054523.22	3383	2650	4315	2773	2847	2726
ENSG00000054598.9	539	439	359	552	398	344
ENSG00000054611.16	760	984	1232	788	940	1183
ENSG00000054654.21	14829	11432	24627	12361	15056	19561
ENSG00000054690.16	855	568	946	858	572	536
ENSG00000054793.16	2458	3316	2764	2095	2949	3488
ENSG00000054796.14	0	0	0	0	0	0
ENSG00000054803.5	62	32	40	147	113	29
ENSG00000054938.18	2	4	17	20	6	10
ENSG00000054965.13	1906	2390	2765	1754	2152	2664
ENSG00000054967.15	87	108	153	173	94	145
ENSG00000054983.19	962	1092	1199	545	933	905
ENSG00000055044.13	809	776	970	598	619	588
ENSG00000055070.19	1055	1468	1734	1250	1940	2089
ENSG00000055118.20	33	34	16	27	30	18
ENSG00000055130.20	1899	1812	2466	1628	1656	1846
ENSG00000055147.21	773	813	1086	494	642	684
ENSG00000055163.23	487	382	546	383	480	469
ENSG00000055208.22	2705	2552	3972	1689	2886	2760
ENSG00000055211.16	895	1158	1077	501	739	690
ENSG00000055332.21	3530	3229	5191	2477	4069	4188
ENSG00000055483.22	1014	1056	1383	1361	1161	1790
ENSG00000055609.22	9734	6472	14357	7992	10720	12015
ENSG00000055732.15	181	255	412	72	128	135
ENSG00000055813.8	106	116	102	132	142	217
ENSG00000055917.19	6104	4304	7998	4083	5000	5176
ENSG00000055950.19	659	1034	820	542	638	798
ENSG00000055955.19	27	34	42	39	35	49
ENSG00000055957.13	3	2	1	0	1	2
ENSG00000056050.9	359	310	559	180	258	157
ENSG00000056097.18	4124	4129	4953	2821	4052	4506
ENSG00000056277.18	353	272	526	235	428	497
ENSG00000056291.21	5	20	18	0	4	37
ENSG00000056487.19	19	67	40	16	31	71
ENSG00000056558.13	355	471	728	496	440	682
ENSG00000056586.18	2560	2398	3560	1718	2153	2115
ENSG00000056736.12	633	520	357	261	532	1097
ENSG00000056972.22	1026	1418	1444	960	1219	1494
ENSG00000056998.23	446	140	105	574	554	282
ENSG00000057019.18	1322	1559	1849	865	1212	1267
ENSG00000057149.18	0	0	0	1	0	0
ENSG00000057252.15	745	770	987	534	560	602
ENSG00000057294.20	639	735	708	519	660	670
ENSG00000057468.7	29	37	38	36	24	20
ENSG00000057593.16	40	157	53	11	102	419
ENSG00000057608.20	4147	5672	4777	2901	3687	3494
ENSG00000057657.19	713	676	957	518	585	557
ENSG00000057663.18	1131	1158	1453	739	785	610
ENSG00000057704.15	281	416	751	191	300	631
ENSG00000057757.12	582	914	721	441	500	704
ENSG00000057935.16	1100	1280	1755	886	1346	1497
ENSG00000058056.12	510	306	580	354	359	369
ENSG00000058063.19	2667	2414	3112	1491	1960	1500
ENSG00000058085.17	2785	2198	2343	2064	1884	2417
ENSG00000058091.19	1841	2103	2415	1098	1736	1740
ENSG00000058262.13	3610	4242	4203	2861	2787	3423
ENSG00000058272.21	4150	4080	6409	2835	3861	3539
ENSG00000058335.17	22	19	34	18	25	36
ENSG00000058404.23	158	787	347	140	280	159
ENSG00000058453.19	773	1660	1038	813	1126	1489
ENSG00000058600.18	951	1373	1386	975	978	1290
ENSG00000058668.18	2852	3052	4865	3411	3985	4344
ENSG00000058673.18	0	0	0	1	0	0
ENSG00000058729.13	536	529	757	333	385	276
ENSG00000058799.17	798	1150	861	495	842	1084
ENSG00000058804.14	698	967	983	463	467	603
ENSG00000058866.17	56	65	94	91	55	109
ENSG00000059122.19	446	1205	837	906	711	1076
ENSG00000059145.21	772	1467	1178	744	1099	1685
ENSG00000059377.21	268	309	372	259	211	223
ENSG00000059378.15	700	866	1119	719	729	1072
ENSG00000059573.11	1389	2143	1771	1199	1211	1457
ENSG00000059588.12	1751	1456	2111	1028	954	1027
ENSG00000059691.14	391	438	423	302	354	387
ENSG00000059728.13	827	731	1076	799	877	1143
ENSG00000059758.10	1888	1746	2891	1119	1562	1633
ENSG00000059769.22	112	100	151	58	93	95
ENSG00000059804.20	356	514	608	414	314	433
ENSG00000059915.19	90	279	173	49	130	178
ENSG00000060069.20	305	521	429	316	451	723
ENSG00000060138.15	2143	2151	2417	1987	2582	3221
ENSG00000060140.11	109	279	255	63	174	178
ENSG00000060237.21	6300	5337	9144	6738	9015	12082
ENSG00000060303.5	0	0	0	0	0	0
ENSG00000060339.16	2247	2389	3319	1599	2479	3528
ENSG00000060491.19	887	1582	1046	884	1081	1458
ENSG00000060558.5	154	215	149	127	144	112
ENSG00000060566.16	0	0	4	0	0	0
ENSG00000060642.14	488	785	633	345	504	585
ENSG00000060656.22	966	1533	1045	1152	929	1052
ENSG00000060688.15	656	1145	940	680	673	964
ENSG00000060709.19	31	116	41	39	41	36
ENSG00000060718.24	169	311	378	114	155	92
ENSG00000060749.18	4026	3037	5757	2562	3815	3258
ENSG00000060762.22	470	472	451	289	259	242
ENSG00000060971.21	279	439	489	322	476	514
ENSG00000060982.17	447	280	539	129	335	147
ENSG00000061273.20	1104	2110	1894	1471	1685	2180
ENSG00000061337.17	330	872	960	274	511	868
ENSG00000061455.13	151	150	347	137	238	359
ENSG00000061492.12	0	8	0	2	1	7
ENSG00000061656.13	111	124	127	140	120	199
ENSG00000061676.18	5666	4955	7414	3161	4142	3239
ENSG00000061794.15	798	1179	861	591	706	635
ENSG00000061918.16	467	758	928	358	523	730
ENSG00000061936.12	1174	1499	1728	1292	1562	2406
ENSG00000061938.22	730	1518	1101	749	1179	1547
ENSG00000061987.18	5463	4193	7208	3092	4163	3479
ENSG00000062038.17	1526	3417	3032	1058	1980	3594
ENSG00000062096.17	1	3	4	1	2	5
ENSG00000062194.18	3105	3596	3817	1961	2667	1943
ENSG00000062282.17	622	336	117	1095	598	261
ENSG00000062370.19	299	369	407	176	259	208
ENSG00000062485.21	1456	1295	2005	1853	1877	2097
ENSG00000062524.18	36	39	31	36	39	33
ENSG00000062582.16	0	6	2	0	1	2
ENSG00000062598.20	607	755	980	584	691	892
ENSG00000062650.22	2721	2618	3786	1671	2516	2334
ENSG00000062716.15	2629	2762	4343	2787	2513	2105
ENSG00000062725.12	2089	2162	2470	1026	1690	1272
ENSG00000062822.18	252	522	295	349	333	388
ENSG00000063015.22	46	52	66	50	60	94
ENSG00000063046.20	14115	21572	16141	11286	12446	13676
ENSG00000063127.16	94	72	144	101	114	185
ENSG00000063169.13	132	244	259	218	378	415
ENSG00000063176.18	125	293	256	239	231	368
ENSG00000063177.15	6259	12021	5031	4865	3956	4489
ENSG00000063180.11	159	589	220	155	300	373
ENSG00000063241.10	608	1159	659	575	728	776
ENSG00000063244.16	1421	2889	1791	1568	2181	3117
ENSG00000063245.17	708	1087	1356	1097	1312	1623
ENSG00000063322.17	609	842	757	642	866	1268
ENSG00000063438.22	4	11	10	10	6	8
ENSG00000063515.3	1	2	0	0	1	2
ENSG00000063587.16	478	383	580	513	507	583
ENSG00000063601.19	1295	1060	1617	1073	1087	1314
ENSG00000063660.11	742	1629	1054	758	912	1273
ENSG00000063761.18	128	161	184	110	126	195
ENSG00000063854.15	281	462	341	359	338	493
ENSG00000063978.19	960	1417	1256	831	1028	1427
ENSG00000064012.26	530	754	706	367	462	390
ENSG00000064042.20	2803	2728	5060	1769	4029	4387
ENSG00000064102.17	528	536	754	387	463	389
ENSG00000064115.13	1431	1975	1815	967	1235	1377
ENSG00000064195.7	7	39	53	7	33	26
ENSG00000064199.9	104	125	153	49	104	108
ENSG00000064201.18	47	73	98	57	58	48
ENSG00000064205.13	730	85	147	365	440	349
ENSG00000064218.7	8	18	19	10	13	34
ENSG00000064225.15	1111	500	1091	689	693	520
ENSG00000064270.16	342	526	533	236	514	756
ENSG00000064300.10	493	980	848	369	606	766
ENSG00000064309.18	1406	1139	1609	756	1641	2226
ENSG00000064313.14	1372	1422	1856	969	1209	1198
ENSG00000064393.18	3101	2634	4642	3373	5153	5906
ENSG00000064419.16	1864	2254	2138	1468	1710	2237
ENSG00000064489.23	0	0	0	0	0	0
ENSG00000064490.16	382	885	444	413	527	637
ENSG00000064545.17	255	493	309	255	325	338
ENSG00000064547.16	165	300	193	152	200	210
ENSG00000064601.23	559	1083	812	477	752	897
ENSG00000064607.19	2652	3471	3992	2388	2875	4333
ENSG00000064651.16	11546	6796	9121	3408	3914	1653
ENSG00000064652.13	409	388	585	315	434	420
ENSG00000064655.22	604	582	561	669	545	539
ENSG00000064666.17	1934	3305	3119	2001	3043	4026
ENSG00000064687.13	333	510	570	305	398	391
ENSG00000064692.22	295	522	623	128	369	508
ENSG00000064703.15	602	695	780	440	518	521
ENSG00000064726.12	1474	1767	1768	849	1067	1039
ENSG00000064763.14	380	392	647	283	300	270
ENSG00000064787.16	188	388	671	96	394	758
ENSG00000064835.12	1	2	8	1	9	6
ENSG00000064886.16	384	621	337	304	184	365
ENSG00000064932.18	781	1235	1022	1068	952	1462
ENSG00000064933.21	996	879	1422	470	645	438
ENSG00000064961.21	970	1966	1201	807	1327	1727
ENSG00000064989.15	1020	1600	1767	973	693	594
ENSG00000064995.21	798	1004	1114	658	766	821
ENSG00000064999.18	1613	2234	2541	1643	1903	2535
ENSG00000065000.22	1621	2779	2633	1760	2344	2978
ENSG00000065029.17	614	816	872	556	744	980
ENSG00000065054.16	674	1354	680	1304	1168	1456
ENSG00000065057.11	99	257	129	120	104	112
ENSG00000065060.19	1036	902	1430	799	894	1033
ENSG00000065135.14	1711	2121	2156	984	1216	843
ENSG00000065150.23	3135	3115	3703	2448	2843	2361
ENSG00000065154.14	3962	5174	3453	2669	2814	2176
ENSG00000065183.18	1129	1127	1207	892	924	1020
ENSG00000065243.22	2678	2156	3751	1634	2313	2135
ENSG00000065268.13	244	458	371	266	318	331
ENSG00000065308.7	1386	2239	2193	1142	1834	2563
ENSG00000065320.11	539	492	386	689	426	523
ENSG00000065325.15	14	2	0	9	20	8
ENSG00000065328.19	10	52	36	59	12	4
ENSG00000065357.22	302	389	481	320	367	509
ENSG00000065361.19	3860	6208	4574	2374	4618	6864
ENSG00000065371.19	360	290	212	177	219	82
ENSG00000065413.22	1045	991	1609	787	1058	1255
ENSG00000065427.17	2059	3302	2431	1799	1784	2086
ENSG00000065457.13	677	754	1068	583	728	1126
ENSG00000065485.22	291	585	504	225	425	691
ENSG00000065491.10	349	333	433	310	362	579
ENSG00000065518.10	683	1141	730	433	589	472
ENSG00000065526.14	2880	2358	4873	3504	4271	5225
ENSG00000065534.22	9285	9055	12605	6970	7715	9190
ENSG00000065548.21	1302	1380	1673	754	1046	772
ENSG00000065559.17	1279	1525	1656	845	1219	1152
ENSG00000065600.15	156	195	286	177	178	201
ENSG00000065609.17	19	57	33	60	29	31
ENSG00000065613.17	4636	5143	6460	2651	4449	4061
ENSG00000065615.16	527	460	842	262	359	321
ENSG00000065618.23	6776	10471	7974	3697	6028	9290
ENSG00000065621.17	664	866	851	595	700	753
ENSG00000065665.23	231	232	401	224	197	347
ENSG00000065675.18	199	97	184	194	177	154
ENSG00000065717.18	723	1074	900	962	889	999
ENSG00000065802.14	602	1010	868	546	612	719
ENSG00000065809.14	597	778	1077	315	816	554
ENSG00000065833.11	283	83	270	246	190	103
ENSG00000065882.20	1374	1462	1855	1101	1208	1752
ENSG00000065883.20	3166	3058	4282	2535	3118	3859
ENSG00000065911.14	493	761	687	362	356	484
ENSG00000065923.12	2034	2076	2723	1425	1631	1346
ENSG00000065970.11	835	784	1168	813	1066	1115
ENSG00000065978.21	3559	4633	4019	3554	5409	6086
ENSG00000065989.18	137	119	206	177	325	411
ENSG00000066027.14	1737	1932	1723	790	1345	1318
ENSG00000066032.20	10	14	4	2	6	8
ENSG00000066044.17	747	1187	1179	879	1081	1255
ENSG00000066056.17	463	1015	1053	523	592	997
ENSG00000066084.15	2672	2519	3737	2002	2491	3236
ENSG00000066117.17	673	813	1077	832	870	1161
ENSG00000066135.15	608	973	948	483	674	1001
ENSG00000066136.23	1309	1426	1785	1178	1468	1891
ENSG00000066185.15	96	136	76	31	50	77
ENSG00000066230.13	88	193	92	103	103	146
ENSG00000066248.17	88	91	42	83	80	131
ENSG00000066279.21	56	213	163	93	76	11
ENSG00000066294.17	581	378	966	322	546	528
ENSG00000066322.17	716	1207	700	638	783	840
ENSG00000066336.15	157	196	328	132	254	296
ENSG00000066379.17	72	133	82	68	46	69
ENSG00000066382.19	381	144	424	225	323	458
ENSG00000066405.15	112	74	154	96	122	210
ENSG00000066422.8	1484	1374	2013	961	1166	891
ENSG00000066427.27	1504	1688	1863	1133	1411	1788
ENSG00000066455.15	1205	1433	1481	882	1475	1733
ENSG00000066468.26	2608	3474	3107	2478	2511	2539
ENSG00000066557.8	611	649	792	315	371	267
ENSG00000066583.14	349	524	482	295	388	430
ENSG00000066629.21	470	722	728	415	495	500
ENSG00000066651.22	720	600	925	450	469	449
ENSG00000066654.16	2097	2228	2263	1157	1691	1111
ENSG00000066697.17	216	323	367	142	310	327
ENSG00000066735.18	364	1062	669	521	524	665
ENSG00000066739.14	3549	2581	5000	2418	3412	3499
ENSG00000066777.11	4391	3615	6120	2487	3544	3487
ENSG00000066813.16	1	4	6	3	6	3
ENSG00000066827.18	400	437	552	414	431	605
ENSG00000066855.18	865	658	1055	647	598	663
ENSG00000066923.21	136	156	279	92	152	240
ENSG00000066926.15	709	1003	818	450	486	793
ENSG00000066933.19	5327	4627	6640	4092	4806	5327
ENSG00000067048.19	0	0	0	0	0	0
ENSG00000067057.21	526	1159	787	685	596	896
ENSG00000067064.14	590	654	667	470	520	434
ENSG00000067066.19	2584	2558	3899	1940	2670	2910
ENSG00000067082.17	2195	1272	2298	3412	2247	1530
ENSG00000067113.19	1188	1786	1666	833	1197	1282
ENSG00000067141.19	2373	3484	4277	1802	2993	3649
ENSG00000067167.10	3793	4538	4077	1853	3022	1384
ENSG00000067177.17	540	684	985	432	591	691
ENSG00000067182.11	803	1711	1347	1079	1404	1780
ENSG00000067191.19	106	197	211	162	181	270
ENSG00000067208.19	1130	1166	1702	785	1108	1010
ENSG00000067221.16	180	277	182	151	139	127
ENSG00000067225.23	3874	7311	5183	4122	6382	9078
ENSG00000067248.13	1221	1168	1447	668	882	671
ENSG00000067334.15	982	886	1270	589	758	354
ENSG00000067365.17	434	515	704	451	547	871
ENSG00000067369.16	2857	3612	4067	2345	2988	4146
ENSG00000067445.24	513	1807	1129	412	877	1043
ENSG00000067533.8	708	514	620	489	615	589
ENSG00000067560.16	2584	4140	3824	2409	2899	3251
ENSG00000067596.14	1175	1703	1630	1125	1285	1717
ENSG00000067601.11	0	0	0	0	0	0
ENSG00000067606.19	179	416	297	212	306	470
ENSG00000067646.14	0	0	0	0	0	0
ENSG00000067704.12	1944	2160	2088	1260	1245	1151
ENSG00000067715.17	157	254	405	116	262	239
ENSG00000067798.17	1106	900	2089	1227	1664	2232
ENSG00000067829.22	430	745	584	519	663	782
ENSG00000067836.15	103	313	186	89	144	205
ENSG00000067840.15	222	617	328	237	328	324
ENSG00000067842.21	6	4	6	1	3	3
ENSG00000067900.10	2458	2174	3222	1583	2372	1351
ENSG00000067955.17	894	1013	1186	632	656	792
ENSG00000067992.19	3483	2803	5053	3928	2992	2605
ENSG00000068001.16	1129	1693	1015	1134	1073	1235
ENSG00000068024.20	817	931	1184	1183	1175	1228
ENSG00000068028.20	423	541	454	438	406	464
ENSG00000068078.22	62	86	62	155	58	171
